,date,Temperature(℃),Humidity(%RH)
6308,2021-02-20 09:09:05+01:00,4.43,71.04
6307,2021-02-20 09:10:05+01:00,4.43,71.04
6306,2021-02-20 09:11:05+01:00,4.43,71.04
6305,2021-02-20 09:12:05+01:00,4.44,71.03
6304,2021-02-20 09:13:05+01:00,4.44,71.03
6303,2021-02-20 09:14:05+01:00,4.44,71.03
6302,2021-02-20 09:15:05+01:00,4.45,71.02
6301,2021-02-20 09:16:05+01:00,4.4,71.09
6300,2021-02-20 09:17:05+01:00,4.4,71.08
6299,2021-02-20 09:18:05+01:00,4.4,71.06
6298,2021-02-20 09:19:05+01:00,4.4,71.04
6297,2021-02-20 09:20:05+01:00,4.4,71.02
6296,2021-02-20 09:21:05+01:00,4.41,71.0
6295,2021-02-20 09:22:05+01:00,4.41,70.98
6294,2021-02-20 09:23:05+01:00,4.41,70.96
6293,2021-02-20 09:24:05+01:00,4.41,70.94
6292,2021-02-20 09:25:05+01:00,4.42,70.92
6291,2021-02-20 09:26:05+01:00,4.4,70.92
6290,2021-02-20 09:27:05+01:00,4.41,70.92
6289,2021-02-20 09:28:05+01:00,4.42,70.93
6288,2021-02-20 09:29:05+01:00,4.43,70.94
6287,2021-02-20 09:30:05+01:00,4.44,70.95
6286,2021-02-20 09:31:05+01:00,4.45,70.95
6285,2021-02-20 09:32:05+01:00,4.46,70.96
6284,2021-02-20 09:33:05+01:00,4.47,70.97
6283,2021-02-20 09:34:05+01:00,4.48,70.98
6282,2021-02-20 09:35:05+01:00,4.49,70.99
6281,2021-02-20 09:36:05+01:00,4.49,70.95
6280,2021-02-20 09:37:05+01:00,4.48,70.95
6279,2021-02-20 09:38:05+01:00,4.47,70.94
6278,2021-02-20 09:39:05+01:00,4.46,70.93
6277,2021-02-20 09:40:05+01:00,4.45,70.93
6276,2021-02-20 09:41:05+01:00,4.44,70.92
6275,2021-02-20 09:42:05+01:00,4.43,70.91
6274,2021-02-20 09:43:05+01:00,4.42,70.91
6273,2021-02-20 09:44:05+01:00,4.41,70.9
6272,2021-02-20 09:45:05+01:00,4.4,70.89
6271,2021-02-20 09:46:05+01:00,4.49,70.89
6270,2021-02-20 09:47:05+01:00,4.47,70.89
6269,2021-02-20 09:48:05+01:00,4.45,70.88
6268,2021-02-20 09:49:05+01:00,4.43,70.87
6267,2021-02-20 09:50:05+01:00,4.41,70.86
6266,2021-02-20 09:51:05+01:00,4.39,70.86
6265,2021-02-20 09:52:05+01:00,4.37,70.85
6264,2021-02-20 09:53:05+01:00,4.35,70.84
6263,2021-02-20 09:54:05+01:00,4.33,70.83
6262,2021-02-20 09:55:05+01:00,4.3,70.82
6261,2021-02-20 09:56:05+01:00,4.3,70.82
6260,2021-02-20 09:57:05+01:00,4.31,70.82
6259,2021-02-20 09:58:05+01:00,4.32,70.81
6258,2021-02-20 09:59:05+01:00,4.33,70.8
6257,2021-02-20 10:00:05+01:00,4.34,70.8
6256,2021-02-20 10:01:05+01:00,4.35,70.79
6255,2021-02-20 10:02:05+01:00,4.36,70.78
6254,2021-02-20 10:03:05+01:00,4.37,70.78
6253,2021-02-20 10:04:05+01:00,4.38,70.77
6252,2021-02-20 10:05:05+01:00,4.39,70.76
6251,2021-02-20 10:06:05+01:00,4.37,70.76
6250,2021-02-20 10:07:05+01:00,4.37,70.76
6249,2021-02-20 10:08:05+01:00,4.37,70.75
6248,2021-02-20 10:09:05+01:00,4.37,70.74
6247,2021-02-20 10:10:05+01:00,4.37,70.73
6246,2021-02-20 10:11:05+01:00,4.38,70.73
6245,2021-02-20 10:12:05+01:00,4.38,70.72
6244,2021-02-20 10:13:05+01:00,4.38,70.71
6243,2021-02-20 10:14:05+01:00,4.38,70.7
6242,2021-02-20 10:15:05+01:00,4.39,70.69
6241,2021-02-20 10:16:05+01:00,4.39,70.67
6240,2021-02-20 10:17:05+01:00,4.39,70.67
6239,2021-02-20 10:18:05+01:00,4.39,70.66
6238,2021-02-20 10:19:05+01:00,4.39,70.65
6237,2021-02-20 10:20:05+01:00,4.39,70.64
6236,2021-02-20 10:21:05+01:00,4.38,70.64
6235,2021-02-20 10:22:05+01:00,4.38,70.63
6234,2021-02-20 10:23:05+01:00,4.38,70.62
6233,2021-02-20 10:24:05+01:00,4.38,70.61
6232,2021-02-20 10:25:05+01:00,4.37,70.6
6231,2021-02-20 10:26:05+01:00,4.37,70.62
6230,2021-02-20 10:27:05+01:00,4.37,70.62
6229,2021-02-20 10:28:05+01:00,4.37,70.63
6228,2021-02-20 10:29:05+01:00,4.37,70.63
6227,2021-02-20 10:30:05+01:00,4.37,70.64
6226,2021-02-20 10:31:05+01:00,4.38,70.64
6225,2021-02-20 10:32:05+01:00,4.38,70.65
6224,2021-02-20 10:33:05+01:00,4.38,70.65
6223,2021-02-20 10:34:05+01:00,4.38,70.66
6222,2021-02-20 10:35:05+01:00,4.39,70.67
6221,2021-02-20 10:36:05+01:00,4.39,70.63
6220,2021-02-20 10:37:05+01:00,4.38,70.62
6219,2021-02-20 10:38:05+01:00,4.37,70.61
6218,2021-02-20 10:39:05+01:00,4.36,70.6
6217,2021-02-20 10:40:05+01:00,4.35,70.59
6216,2021-02-20 10:41:05+01:00,4.34,70.58
6215,2021-02-20 10:42:05+01:00,4.33,70.57
6214,2021-02-20 10:43:05+01:00,4.32,70.56
6213,2021-02-20 10:44:05+01:00,4.31,70.55
6212,2021-02-20 10:45:05+01:00,4.3,70.53
6211,2021-02-20 10:46:05+01:00,4.3,70.51
6210,2021-02-20 10:47:05+01:00,4.31,70.51
6209,2021-02-20 10:48:05+01:00,4.32,70.52
6208,2021-02-20 10:49:05+01:00,4.33,70.53
6207,2021-02-20 10:50:05+01:00,4.34,70.54
6206,2021-02-20 10:51:05+01:00,4.35,70.55
6205,2021-02-20 10:52:05+01:00,4.36,70.56
6204,2021-02-20 10:53:05+01:00,4.37,70.57
6203,2021-02-20 10:54:05+01:00,4.38,70.58
6202,2021-02-20 10:55:05+01:00,4.39,70.59
6201,2021-02-20 10:56:05+01:00,4.3,70.59
6200,2021-02-20 10:57:05+01:00,4.3,70.59
6199,2021-02-20 10:58:05+01:00,4.3,70.58
6198,2021-02-20 10:59:05+01:00,4.31,70.57
6197,2021-02-20 11:00:05+01:00,4.31,70.56
6196,2021-02-20 11:01:05+01:00,4.31,70.55
6195,2021-02-20 11:02:05+01:00,4.32,70.54
6194,2021-02-20 11:03:05+01:00,4.32,70.53
6193,2021-02-20 11:04:05+01:00,4.32,70.52
6192,2021-02-20 11:05:05+01:00,4.33,70.51
6191,2021-02-20 11:06:05+01:00,4.33,70.52
6190,2021-02-20 11:07:05+01:00,4.33,70.52
6189,2021-02-20 11:08:05+01:00,4.33,70.53
6188,2021-02-20 11:09:05+01:00,4.33,70.54
6187,2021-02-20 11:10:05+01:00,4.33,70.54
6186,2021-02-20 11:11:05+01:00,4.32,70.55
6185,2021-02-20 11:12:05+01:00,4.32,70.56
6184,2021-02-20 11:13:05+01:00,4.32,70.56
6183,2021-02-20 11:14:05+01:00,4.32,70.57
6182,2021-02-20 11:15:05+01:00,4.31,70.58
6181,2021-02-20 11:16:05+01:00,4.31,70.56
6180,2021-02-20 11:17:05+01:00,4.31,70.55
6179,2021-02-20 11:18:05+01:00,4.31,70.53
6178,2021-02-20 11:19:05+01:00,4.32,70.52
6177,2021-02-20 11:20:05+01:00,4.32,70.5
6176,2021-02-20 11:21:05+01:00,4.32,70.49
6175,2021-02-20 11:22:05+01:00,4.33,70.47
6174,2021-02-20 11:23:05+01:00,4.33,70.46
6173,2021-02-20 11:24:05+01:00,4.33,70.44
6172,2021-02-20 11:25:05+01:00,4.34,70.42
6171,2021-02-20 11:26:05+01:00,4.33,70.35
6170,2021-02-20 11:27:05+01:00,4.33,70.36
6169,2021-02-20 11:28:05+01:00,4.33,70.38
6168,2021-02-20 11:29:05+01:00,4.34,70.39
6167,2021-02-20 11:30:05+01:00,4.34,70.41
6166,2021-02-20 11:31:05+01:00,4.34,70.42
6165,2021-02-20 11:32:05+01:00,4.35,70.44
6164,2021-02-20 11:33:05+01:00,4.35,70.45
6163,2021-02-20 11:34:05+01:00,4.35,70.47
6162,2021-02-20 11:35:05+01:00,4.36,70.49
6161,2021-02-20 11:36:05+01:00,4.35,70.37
6160,2021-02-20 11:37:05+01:00,4.35,70.37
6159,2021-02-20 11:38:05+01:00,4.35,70.36
6158,2021-02-20 11:39:05+01:00,4.35,70.35
6157,2021-02-20 11:40:05+01:00,4.35,70.34
6156,2021-02-20 11:41:05+01:00,4.36,70.34
6155,2021-02-20 11:42:05+01:00,4.36,70.33
6154,2021-02-20 11:43:05+01:00,4.36,70.32
6153,2021-02-20 11:44:05+01:00,4.36,70.31
6152,2021-02-20 11:45:05+01:00,4.37,70.3
6151,2021-02-20 11:46:05+01:00,4.36,70.3
6150,2021-02-20 11:47:05+01:00,4.36,70.3
6149,2021-02-20 11:48:05+01:00,4.36,70.31
6148,2021-02-20 11:49:05+01:00,4.37,70.32
6147,2021-02-20 11:50:05+01:00,4.37,70.33
6146,2021-02-20 11:51:05+01:00,4.37,70.33
6145,2021-02-20 11:52:05+01:00,4.38,70.34
6144,2021-02-20 11:53:05+01:00,4.38,70.35
6143,2021-02-20 11:54:05+01:00,4.38,70.36
6142,2021-02-20 11:55:05+01:00,4.39,70.37
6141,2021-02-20 11:56:05+01:00,4.39,70.33
6140,2021-02-20 11:57:05+01:00,4.38,70.29
6139,2021-02-20 11:58:05+01:00,4.37,70.24
6138,2021-02-20 11:59:05+01:00,4.36,70.19
6137,2021-02-20 12:00:05+01:00,4.35,70.14
6136,2021-02-20 12:01:05+01:00,4.34,70.1
6135,2021-02-20 12:02:05+01:00,4.33,70.05
6134,2021-02-20 12:03:05+01:00,4.32,70.0
6133,2021-02-20 12:04:05+01:00,4.31,69.95
6132,2021-02-20 12:05:05+01:00,4.3,69.9
6131,2021-02-20 12:06:05+01:00,4.3,69.85
6130,2021-02-20 12:07:05+01:00,4.3,69.82
6129,2021-02-20 12:08:05+01:00,4.3,69.78
6128,2021-02-20 12:09:05+01:00,4.3,69.74
6127,2021-02-20 12:10:05+01:00,4.3,69.71
6126,2021-02-20 12:11:05+01:00,4.31,69.67
6125,2021-02-20 12:12:05+01:00,4.31,69.63
6124,2021-02-20 12:13:05+01:00,4.31,69.6
6123,2021-02-20 12:14:05+01:00,4.31,69.56
6122,2021-02-20 12:15:05+01:00,4.32,69.52
6121,2021-02-20 12:16:05+01:00,4.31,69.5
6120,2021-02-20 12:17:05+01:00,4.31,69.48
6119,2021-02-20 12:18:05+01:00,4.31,69.46
6118,2021-02-20 12:19:05+01:00,4.31,69.44
6117,2021-02-20 12:20:05+01:00,4.31,69.42
6116,2021-02-20 12:21:05+01:00,4.32,69.39
6115,2021-02-20 12:22:05+01:00,4.32,69.37
6114,2021-02-20 12:23:05+01:00,4.32,69.35
6113,2021-02-20 12:24:05+01:00,4.32,69.33
6112,2021-02-20 12:25:05+01:00,4.33,69.3
6111,2021-02-20 12:26:05+01:00,4.32,69.28
6110,2021-02-20 12:27:05+01:00,4.32,69.27
6109,2021-02-20 12:28:05+01:00,4.32,69.26
6108,2021-02-20 12:29:05+01:00,4.33,69.25
6107,2021-02-20 12:30:05+01:00,4.33,69.24
6106,2021-02-20 12:31:05+01:00,4.33,69.22
6105,2021-02-20 12:32:05+01:00,4.34,69.21
6104,2021-02-20 12:33:05+01:00,4.34,69.2
6103,2021-02-20 12:34:05+01:00,4.34,69.19
6102,2021-02-20 12:35:05+01:00,4.35,69.17
6101,2021-02-20 12:36:05+01:00,4.34,69.17
6100,2021-02-20 12:37:05+01:00,4.34,69.16
6099,2021-02-20 12:38:05+01:00,4.34,69.14
6098,2021-02-20 12:39:05+01:00,4.35,69.12
6097,2021-02-20 12:40:05+01:00,4.35,69.1
6096,2021-02-20 12:41:05+01:00,4.35,69.08
6095,2021-02-20 12:42:05+01:00,4.36,69.06
6094,2021-02-20 12:43:05+01:00,4.36,69.04
6093,2021-02-20 12:44:05+01:00,4.36,69.02
6092,2021-02-20 12:45:05+01:00,4.37,69.0
6091,2021-02-20 12:46:05+01:00,4.37,69.08
6090,2021-02-20 12:47:05+01:00,4.37,69.06
6089,2021-02-20 12:48:05+01:00,4.37,69.04
6088,2021-02-20 12:49:05+01:00,4.37,69.02
6087,2021-02-20 12:50:05+01:00,4.37,69.0
6086,2021-02-20 12:51:05+01:00,4.37,68.98
6085,2021-02-20 12:52:05+01:00,4.37,68.96
6084,2021-02-20 12:53:05+01:00,4.37,68.94
6083,2021-02-20 12:54:05+01:00,4.37,68.92
6082,2021-02-20 12:55:05+01:00,4.38,68.9
6081,2021-02-20 12:56:05+01:00,4.42,68.98
6080,2021-02-20 12:57:05+01:00,4.41,68.97
6079,2021-02-20 12:58:05+01:00,4.4,68.95
6078,2021-02-20 12:59:05+01:00,4.38,68.93
6077,2021-02-20 13:00:05+01:00,4.37,68.91
6076,2021-02-20 13:01:05+01:00,4.36,68.89
6075,2021-02-20 13:02:05+01:00,4.34,68.87
6074,2021-02-20 13:03:05+01:00,4.33,68.85
6073,2021-02-20 13:04:05+01:00,4.32,68.83
6072,2021-02-20 13:05:05+01:00,4.3,68.81
6071,2021-02-20 13:06:05+01:00,4.41,68.78
6070,2021-02-20 13:07:05+01:00,4.41,68.78
6069,2021-02-20 13:08:05+01:00,4.41,68.79
6068,2021-02-20 13:09:05+01:00,4.42,68.8
6067,2021-02-20 13:10:05+01:00,4.42,68.81
6066,2021-02-20 13:11:05+01:00,4.42,68.82
6065,2021-02-20 13:12:05+01:00,4.43,68.83
6064,2021-02-20 13:13:05+01:00,4.43,68.84
6063,2021-02-20 13:14:05+01:00,4.43,68.85
6062,2021-02-20 13:15:05+01:00,4.44,68.86
6061,2021-02-20 13:16:05+01:00,4.44,68.76
6060,2021-02-20 13:17:05+01:00,4.44,68.75
6059,2021-02-20 13:18:05+01:00,4.44,68.74
6058,2021-02-20 13:19:05+01:00,4.44,68.73
6057,2021-02-20 13:20:05+01:00,4.44,68.72
6056,2021-02-20 13:21:05+01:00,4.45,68.71
6055,2021-02-20 13:22:05+01:00,4.45,68.7
6054,2021-02-20 13:23:05+01:00,4.45,68.69
6053,2021-02-20 13:24:05+01:00,4.45,68.68
6052,2021-02-20 13:25:05+01:00,4.46,68.66
6051,2021-02-20 13:26:05+01:00,4.45,68.69
6050,2021-02-20 13:27:05+01:00,4.45,68.68
6049,2021-02-20 13:28:05+01:00,4.45,68.67
6048,2021-02-20 13:29:05+01:00,4.46,68.65
6047,2021-02-20 13:30:05+01:00,4.46,68.64
6046,2021-02-20 13:31:05+01:00,4.47,68.62
6045,2021-02-20 13:32:05+01:00,4.47,68.61
6044,2021-02-20 13:33:05+01:00,4.48,68.59
6043,2021-02-20 13:34:05+01:00,4.48,68.58
6042,2021-02-20 13:35:05+01:00,4.49,68.56
6041,2021-02-20 13:36:05+01:00,4.49,68.54
6040,2021-02-20 13:37:05+01:00,4.49,68.53
6039,2021-02-20 13:38:05+01:00,4.49,68.52
6038,2021-02-20 13:39:05+01:00,4.49,68.5
6037,2021-02-20 13:40:05+01:00,4.49,68.49
6036,2021-02-20 13:41:05+01:00,4.48,68.47
6035,2021-02-20 13:42:05+01:00,4.48,68.46
6034,2021-02-20 13:43:05+01:00,4.48,68.44
6033,2021-02-20 13:44:05+01:00,4.48,68.43
6032,2021-02-20 13:45:05+01:00,4.47,68.41
6031,2021-02-20 13:46:05+01:00,4.53,68.4
6030,2021-02-20 13:47:05+01:00,4.52,68.4
6029,2021-02-20 13:48:05+01:00,4.51,68.41
6028,2021-02-20 13:49:05+01:00,4.49,68.42
6027,2021-02-20 13:50:05+01:00,4.48,68.43
6026,2021-02-20 13:51:05+01:00,4.46,68.43
6025,2021-02-20 13:52:05+01:00,4.45,68.44
6024,2021-02-20 13:53:05+01:00,4.43,68.45
6023,2021-02-20 13:54:05+01:00,4.42,68.46
6022,2021-02-20 13:55:05+01:00,4.4,68.47
6021,2021-02-20 13:56:05+01:00,4.53,68.42
6020,2021-02-20 13:57:05+01:00,4.53,68.41
6019,2021-02-20 13:58:05+01:00,4.54,68.4
6018,2021-02-20 13:59:05+01:00,4.54,68.39
6017,2021-02-20 14:00:05+01:00,4.55,68.38
6016,2021-02-20 14:01:05+01:00,4.55,68.37
6015,2021-02-20 14:02:05+01:00,4.56,68.36
6014,2021-02-20 14:03:05+01:00,4.56,68.35
6013,2021-02-20 14:04:05+01:00,4.57,68.34
6012,2021-02-20 14:05:05+01:00,4.58,68.32
6011,2021-02-20 14:06:05+01:00,4.6,68.31
6010,2021-02-20 14:07:05+01:00,4.59,68.31
6009,2021-02-20 14:08:05+01:00,4.58,68.32
6008,2021-02-20 14:09:05+01:00,4.57,68.33
6007,2021-02-20 14:10:05+01:00,4.56,68.33
6006,2021-02-20 14:11:05+01:00,4.55,68.34
6005,2021-02-20 14:12:05+01:00,4.54,68.35
6004,2021-02-20 14:13:05+01:00,4.53,68.35
6003,2021-02-20 14:14:05+01:00,4.52,68.36
6002,2021-02-20 14:15:05+01:00,4.5,68.37
6001,2021-02-20 14:16:05+01:00,4.6,68.32
6000,2021-02-20 14:17:05+01:00,4.6,68.31
5999,2021-02-20 14:18:05+01:00,4.6,68.3
5998,2021-02-20 14:19:05+01:00,4.61,68.29
5997,2021-02-20 14:20:05+01:00,4.61,68.28
5996,2021-02-20 14:21:05+01:00,4.61,68.27
5995,2021-02-20 14:22:05+01:00,4.62,68.26
5994,2021-02-20 14:23:05+01:00,4.62,68.25
5993,2021-02-20 14:24:05+01:00,4.62,68.24
5992,2021-02-20 14:25:05+01:00,4.63,68.22
5991,2021-02-20 14:26:05+01:00,4.61,68.2
5990,2021-02-20 14:27:05+01:00,4.61,68.2
5989,2021-02-20 14:28:05+01:00,4.61,68.2
5988,2021-02-20 14:29:05+01:00,4.62,68.19
5987,2021-02-20 14:30:05+01:00,4.62,68.19
5986,2021-02-20 14:31:05+01:00,4.63,68.19
5985,2021-02-20 14:32:05+01:00,4.63,68.18
5984,2021-02-20 14:33:05+01:00,4.64,68.18
5983,2021-02-20 14:34:05+01:00,4.64,68.18
5982,2021-02-20 14:35:05+01:00,4.65,68.17
5981,2021-02-20 14:36:05+01:00,4.64,68.18
5980,2021-02-20 14:37:05+01:00,4.64,68.18
5979,2021-02-20 14:38:05+01:00,4.64,68.17
5978,2021-02-20 14:39:05+01:00,4.65,68.16
5977,2021-02-20 14:40:05+01:00,4.65,68.15
5976,2021-02-20 14:41:05+01:00,4.66,68.14
5975,2021-02-20 14:42:05+01:00,4.66,68.13
5974,2021-02-20 14:43:05+01:00,4.67,68.12
5973,2021-02-20 14:44:05+01:00,4.67,68.11
5972,2021-02-20 14:45:05+01:00,4.68,68.1
5971,2021-02-20 14:46:05+01:00,4.73,68.1
5970,2021-02-20 14:47:05+01:00,4.72,68.1
5969,2021-02-20 14:48:05+01:00,4.71,68.09
5968,2021-02-20 14:49:05+01:00,4.69,68.09
5967,2021-02-20 14:50:05+01:00,4.68,68.08
5966,2021-02-20 14:51:05+01:00,4.66,68.08
5965,2021-02-20 14:52:05+01:00,4.65,68.07
5964,2021-02-20 14:53:05+01:00,4.63,68.07
5963,2021-02-20 14:54:05+01:00,4.62,68.06
5962,2021-02-20 14:55:05+01:00,4.6,68.05
5961,2021-02-20 14:56:05+01:00,4.7,68.08
5960,2021-02-20 14:57:05+01:00,4.74,69.66
5959,2021-02-20 14:58:05+01:00,4.78,71.25
5958,2021-02-20 14:59:05+01:00,4.82,72.84
5957,2021-02-20 15:00:05+01:00,4.86,74.43
5956,2021-02-20 15:01:05+01:00,4.9,76.02
5955,2021-02-20 15:02:05+01:00,4.94,77.61
5954,2021-02-20 15:03:05+01:00,4.98,79.2
5953,2021-02-20 15:04:05+01:00,5.02,80.79
5952,2021-02-20 15:05:05+01:00,5.06,82.38
5951,2021-02-20 15:06:05+01:00,5.1,79.9
5950,2021-02-20 15:07:05+01:00,5.15,79.75
5949,2021-02-20 15:08:05+01:00,5.21,79.59
5948,2021-02-20 15:09:05+01:00,5.27,79.43
5947,2021-02-20 15:10:05+01:00,5.33,79.28
5946,2021-02-20 15:11:05+01:00,5.38,79.12
5945,2021-02-20 15:12:05+01:00,5.44,78.96
5944,2021-02-20 15:13:05+01:00,5.5,78.81
5943,2021-02-20 15:14:05+01:00,5.56,78.65
5942,2021-02-20 15:15:05+01:00,5.62,78.49
5941,2021-02-20 15:16:05+01:00,5.6,78.2
5940,2021-02-20 15:17:05+01:00,5.71,78.06
5939,2021-02-20 15:18:05+01:00,5.83,77.92
5938,2021-02-20 15:19:05+01:00,5.94,77.78
5937,2021-02-20 15:20:05+01:00,6.06,77.64
5936,2021-02-20 15:21:05+01:00,6.17,77.49
5935,2021-02-20 15:22:05+01:00,6.29,77.35
5934,2021-02-20 15:23:05+01:00,6.4,77.21
5933,2021-02-20 15:24:05+01:00,6.52,77.07
5932,2021-02-20 15:25:05+01:00,6.64,76.92
5931,2021-02-20 15:26:05+01:00,6.75,76.78
5930,2021-02-20 15:27:05+01:00,6.88,76.71
5929,2021-02-20 15:28:05+01:00,7.02,76.64
5928,2021-02-20 15:29:05+01:00,7.16,76.56
5927,2021-02-20 15:30:05+01:00,7.3,76.49
5926,2021-02-20 15:31:05+01:00,7.44,76.42
5925,2021-02-20 15:32:05+01:00,7.58,76.34
5924,2021-02-20 15:33:05+01:00,7.72,76.27
5923,2021-02-20 15:34:05+01:00,7.86,76.2
5922,2021-02-20 15:35:05+01:00,8.0,76.12
5921,2021-02-20 15:36:05+01:00,8.26,76.27
5920,2021-02-20 15:37:05+01:00,8.42,76.19
5919,2021-02-20 15:38:05+01:00,8.59,76.1
5918,2021-02-20 15:39:05+01:00,8.76,76.01
5917,2021-02-20 15:40:05+01:00,8.93,75.92
5916,2021-02-20 15:41:05+01:00,9.1,75.84
5915,2021-02-20 15:42:05+01:00,9.27,75.75
5914,2021-02-20 15:43:05+01:00,9.44,75.66
5913,2021-02-20 15:44:05+01:00,9.61,75.57
5912,2021-02-20 15:45:05+01:00,9.78,75.48
5911,2021-02-20 15:46:05+01:00,9.8,75.54
5910,2021-02-20 15:47:05+01:00,9.93,75.47
5909,2021-02-20 15:48:05+01:00,10.07,75.4
5908,2021-02-20 15:49:05+01:00,10.21,75.33
5907,2021-02-20 15:50:05+01:00,10.35,75.26
5906,2021-02-20 15:51:05+01:00,10.49,75.19
5905,2021-02-20 15:52:05+01:00,10.63,75.12
5904,2021-02-20 15:53:05+01:00,10.77,75.05
5903,2021-02-20 15:54:05+01:00,10.91,74.98
5902,2021-02-20 15:55:05+01:00,11.05,74.91
5901,2021-02-20 15:56:05+01:00,11.14,74.74
5900,2021-02-20 15:57:05+01:00,11.22,74.76
5899,2021-02-20 15:58:05+01:00,11.3,74.79
5898,2021-02-20 15:59:05+01:00,11.39,74.82
5897,2021-02-20 16:00:05+01:00,11.47,74.85
5896,2021-02-20 16:01:05+01:00,11.56,74.88
5895,2021-02-20 16:02:05+01:00,11.64,74.91
5894,2021-02-20 16:03:05+01:00,11.73,74.94
5893,2021-02-20 16:04:05+01:00,11.81,74.97
5892,2021-02-20 16:05:05+01:00,11.9,75.0
5891,2021-02-20 16:06:05+01:00,11.99,74.69
5890,2021-02-20 16:07:05+01:00,12.05,74.6
5889,2021-02-20 16:08:05+01:00,12.12,74.51
5888,2021-02-20 16:09:05+01:00,12.18,74.42
5887,2021-02-20 16:10:05+01:00,12.25,74.33
5886,2021-02-20 16:11:05+01:00,12.31,74.24
5885,2021-02-20 16:12:05+01:00,12.38,74.15
5884,2021-02-20 16:13:05+01:00,12.44,74.06
5883,2021-02-20 16:14:05+01:00,12.51,73.97
5882,2021-02-20 16:15:05+01:00,12.58,73.87
5881,2021-02-20 16:16:05+01:00,12.64,73.81
5880,2021-02-20 16:17:05+01:00,12.68,73.76
5879,2021-02-20 16:18:05+01:00,12.73,73.7
5878,2021-02-20 16:19:05+01:00,12.78,73.65
5877,2021-02-20 16:20:05+01:00,12.82,73.59
5876,2021-02-20 16:21:05+01:00,12.87,73.54
5875,2021-02-20 16:22:05+01:00,12.92,73.48
5874,2021-02-20 16:23:05+01:00,12.96,73.43
5873,2021-02-20 16:24:05+01:00,13.01,73.37
5872,2021-02-20 16:25:05+01:00,13.06,73.31
5871,2021-02-20 16:26:05+01:00,13.1,73.27
5870,2021-02-20 16:27:05+01:00,13.14,73.25
5869,2021-02-20 16:28:05+01:00,13.19,73.22
5868,2021-02-20 16:29:05+01:00,13.24,73.2
5867,2021-02-20 16:30:05+01:00,13.29,73.17
5866,2021-02-20 16:31:05+01:00,13.34,73.15
5865,2021-02-20 16:32:05+01:00,13.39,73.12
5864,2021-02-20 16:33:05+01:00,13.44,73.1
5863,2021-02-20 16:34:05+01:00,13.49,73.07
5862,2021-02-20 16:35:05+01:00,13.54,73.04
5861,2021-02-20 16:36:05+01:00,13.59,72.99
5860,2021-02-20 16:37:05+01:00,13.62,72.92
5859,2021-02-20 16:38:05+01:00,13.66,72.85
5858,2021-02-20 16:39:05+01:00,13.7,72.78
5857,2021-02-20 16:40:05+01:00,13.74,72.71
5856,2021-02-20 16:41:05+01:00,13.78,72.64
5855,2021-02-20 16:42:05+01:00,13.82,72.57
5854,2021-02-20 16:43:05+01:00,13.86,72.5
5853,2021-02-20 16:44:05+01:00,13.9,72.43
5852,2021-02-20 16:45:05+01:00,13.94,72.36
5851,2021-02-20 16:46:05+01:00,13.97,72.27
5850,2021-02-20 16:47:05+01:00,14.0,72.25
5849,2021-02-20 16:48:05+01:00,14.03,72.22
5848,2021-02-20 16:49:05+01:00,14.06,72.2
5847,2021-02-20 16:50:05+01:00,14.09,72.17
5846,2021-02-20 16:51:05+01:00,14.12,72.15
5845,2021-02-20 16:52:05+01:00,14.15,72.12
5844,2021-02-20 16:53:05+01:00,14.18,72.1
5843,2021-02-20 16:54:05+01:00,14.21,72.07
5842,2021-02-20 16:55:05+01:00,14.25,72.04
5841,2021-02-20 16:56:05+01:00,14.28,72.09
5840,2021-02-20 16:57:05+01:00,14.31,72.07
5839,2021-02-20 16:58:05+01:00,14.34,72.05
5838,2021-02-20 16:59:05+01:00,14.37,72.03
5837,2021-02-20 17:00:05+01:00,14.4,72.01
5836,2021-02-20 17:01:05+01:00,14.44,71.99
5835,2021-02-20 17:02:05+01:00,14.47,71.97
5834,2021-02-20 17:03:05+01:00,14.5,71.95
5833,2021-02-20 17:04:05+01:00,14.53,71.93
5832,2021-02-20 17:05:05+01:00,14.57,71.91
5831,2021-02-20 17:06:05+01:00,14.5,71.89
5830,2021-02-20 17:07:05+01:00,14.54,71.84
5829,2021-02-20 17:08:05+01:00,14.58,71.79
5828,2021-02-20 17:09:05+01:00,14.62,71.73
5827,2021-02-20 17:10:05+01:00,14.66,71.68
5826,2021-02-20 17:11:05+01:00,14.7,71.62
5825,2021-02-20 17:12:05+01:00,14.74,71.57
5824,2021-02-20 17:13:05+01:00,14.78,71.51
5823,2021-02-20 17:14:05+01:00,14.82,71.46
5822,2021-02-20 17:15:05+01:00,14.86,71.4
5821,2021-02-20 17:16:05+01:00,14.87,71.47
5820,2021-02-20 17:17:05+01:00,14.89,71.45
5819,2021-02-20 17:18:05+01:00,14.91,71.42
5818,2021-02-20 17:19:05+01:00,14.93,71.39
5817,2021-02-20 17:20:05+01:00,14.95,71.37
5816,2021-02-20 17:21:05+01:00,14.97,71.34
5815,2021-02-20 17:22:05+01:00,14.99,71.31
5814,2021-02-20 17:23:05+01:00,15.01,71.29
5813,2021-02-20 17:24:05+01:00,15.03,71.26
5812,2021-02-20 17:25:05+01:00,15.06,71.23
5811,2021-02-20 17:26:05+01:00,15.09,71.34
5810,2021-02-20 17:27:05+01:00,15.11,71.29
